round	text_id	DQQ0	DQQ1	DQQ2	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q0	annotator_id
round1	V1_18	1	4	3	4	0	0	0.0	0	4	4.0	2	3	1
round1	V2_18	1	4	4	4	4	2	4.0	3	3	3.0	2	4	1
round1	V3_18	1	3	4	3	4	2	4.0	4	3	3.0	2	3	1
round1	V4_18	1	3	4	3	4	4	4.0	4	3	4.0	2	3	1
round1	V5_18	1	4	4	4	4	4	4.0	3	4	4.0	2	3	1
round1	V1_19	1	4	4	4	0	0	0.0	0	2	3.0	2	4	1
round1	V2_19	1	4	4	4	4	3	4.0	4	3	4.0	1	3	1
round1	V3_19	1	4	3	4	3	3	4.0	4	3	4.0	2	4	1
round1	V4_19	1	4	4	3	3	4	3.0	3	4	4.0	2	3	1
round1	V5_19	1	2	4	3	4	1	0.0	0	4	4.0	3	2	1
round2	V1_10	1	4	4	4	0	0	0.0	0	3	4.0	2	4	19
round2	V2_10	1	4	4	4	4	4	4.0	4	3	4.0	2	4	19
round2	V3_10	1	4	4	4	4	2	3.0	3	2	1.0	3	3	19
round2	V4_10	1	3	4	4	4	4	4.0	3	4	4.0	3	3	19
round2	V5_10	1	3	3	3	4	1	1.0	1	4	4.0	3	2	19
round2	V1_11	1	4	4	4	0	0	0.0	0	4	4.0	2	3	19
round2	V2_11	1	4	4	4	4	2	4.0	3	4	4.0	2	4	19
round2	V3_11	1	3	2	3	4	1	1.0	1	3	3.0	3	2	19
round2	V4_11	1	3	3	4	4	4	4.0	4	4	4.0	3	3	19
round2	V5_11	1	2	4	2	4	4	2.0	3	4	4.0	3	1	19
round2	V1_12	1	4	4	4	0	0	0.0	0	3	4.0	2	4	19
round2	V2_12	1	4	4	4	4	4	4.0	4	3	3.0	2	4	19
round2	V3_12	1	3	4	3	4	4	4.0	4	3	3.0	2	3	19
round2	V4_12	1	3	4	3	4	4	4.0	3	4	4.0	3	2	19
round2	V5_12	1	2	3	3	1	4	1.0	1	3	4.0	3	1	19
round2	V1_13	1	4	4	4	0	0	0.0	0	4	3.0	3	3	19
round2	V2_13	1	4	4	3	4	4	4.0	4	2	3.0	3	2	19
round2	V3_13	1	4	4	4	4	4	4.0	4	4	3.0	2	4	19
round2	V4_13	1	2	3	3	4	4	4.0	4	4	4.0	3	2	19
round2	V5_13	1	3	3	4	4	4	4.0	4	4	4.0	3	3	19
round2	V1_14	1	4	4	4	0	0	0.0	0	4	4.0	2	4	19
round2	V2_14	1	4	3	4	4	3	4.0	4	3	3.0	3	3	19
round2	V3_14	1	2	2	4	4	3	4.0	4	1	1.0	3	2	19
round2	V4_14	1	2	3	3	3	4	4.0	4	4	4.0	3	2	19
round2	V5_14	1	1	3	3	4	1	1.0	1	3	3.0	3	2	19
round2	V1_15	1	4	4	4	0	0	0.0	0	3	3.0	2	3	9
round2	V2_15	1	4	4	3	4	4	4.0	4	3	2.0	2	2	9
round2	V3_15	1	4	3	4	3	4	4.0	4	3	2.0	2	3	9
round2	V4_15	1	3	4	3	4	4	4.0	4	4	4.0	3	4	9
round2	V5_15	1	3	4	4	4	4	4.0	4	4	4.0	2	4	9
round2	V1_16	1	4	4	3	0	0	0.0	0	3	4.0	2	4	9
round2	V2_16	1	4	4	4	4	4	4.0	4	3	2.0	2	4	9
round2	V3_16	1	3	3	3	4	4	4.0	4	2	1.0	2	3	9
round2	V4_16	1	3	4	4	4	0	0.0	0	4	3.0	2	4	9
round2	V5_16	1	3	4	4	4	2	4.0	4	3	3.0	2	4	9
round2	V1_17	1	3	4	4	0	0	0.0	0	3	4.0	3	3	9
round2	V2_17	1	3	4	4	4	4	3.0	4	3	3.0	2	4	9
round2	V3_17	1	3	4	4	4	4	4.0	4	4	4.0	2	4	9
round2	V4_17	1	4	4	4	1	4	4.0	4	4	4.0	2	3	9
round2	V5_17	1	4	4	4	4	4	4.0	1	4	4.0	2	2	9
round2	V1_18	1	4	4	4	0	0	0.0	0	3	2.0	2	3	9
round2	V2_18	1	4	4	4	4	3	4.0	4	4	4.0	1	4	9
round2	V3_18	1	4	4	4	4	2	4.0	3	3	2.0	2	3	9
round2	V4_18	1	4	4	4	4	4	4.0	4	4	4.0	2	4	9
round2	V5_18	1	4	4	4	4	4	4.0	3	4	4.0	2	3	9
round2	V1_19	1	4	4	4	0	0	0.0	0	3	1.0	2	3	9
round2	V2_19	1	4	4	4	4	2	4.0	4	3	2.0	2	3	9
round2	V3_19	1	4	4	4	3	3	3.0	3	4	3.0	2	3	9
round2	V4_19	1	4	4	3	4	4	4.0	3	4	4.0	2	2	9
round2	V5_19	1	4	4	3	3	0	0.0	0	4	4.0	3	2	9
round3	V1_10	1	4	4	4	0	0	0.0	0	4	4.0	2	4	0
round3	V2_10	1	4	3	3	4	4	3.0	3	4	3.0	3	3	0
round3	V3_10	1	4	3	4	4	2	3.0	3	4	2.0	2	3	0
round3	V4_10	1	2	3	3	2	2	2.0	2	3	4.0	2	2	0
round3	V5_10	1	3	2	3	0	0	0.0	0	3	4.0	2	3	0
round3	V1_11	1	4	3	4	0	0	0.0	0	4	3.0	2	4	0
round3	V2_11	1	3	3	4	3	3	3.0	3	3	4.0	3	4	0
round3	V3_11	1	3	4	3	3	2	3.0	4	4	3.0	2	4	0
round3	V4_11	1	3	3	4	4	4	3.0	2	4	4.0	2	3	0
round3	V5_11	1	3	3	3	4	4	4.0	3	4	4.0	2	3	0
round3	V1_12	1	4	4	4	0	0	0.0	0	3	4.0	2	4	2
round3	V2_12	1	4	3	4	4	3	3.0	3	3	2.0	2	3	2
round3	V3_12	1	3	4	4	4	3	2.0	3	4	3.0	1	3	2
round3	V4_12	1	3	3	3	4	4	4.0	4	3	4.0	3	1	2
round3	V5_12	1	1	2	3	1	1	1.0	1	2	1.0	3	1	2
round3	V1_13	1	4	4	4	0	0	0.0	0	4	4.0	2	4	2
round3	V2_13	1	4	4	3	4	4	4.0	4	4	4.0	2	4	2
round3	V3_13	2	0	0	0	0	0	0.0	0	0	0.0	0	0	2
round3	V4_13	1	2	2	4	2	3	3.0	3	4	3.0	3	1	2
round3	V5_13	1	3	2	3	3	3	3.0	2	2	3.0	2	3	2
round3	V1_14	1	4	4	4	0	0	0.0	0	3	4.0	2	4	3
round3	V2_14	1	3	2	2	2	4	2.0	2	3	3.0	3	2	3
round3	V3_14	1	4	3	3	2	3	2.0	2	4	1.0	3	3	3
round3	V4_14	1	4	3	2	3	4	3.0	3	4	4.0	3	3	3
round3	V5_14	1	2	2	2	0	0	0.0	0	4	4.0	2	2	3
round3	V1_15	1	4	4	3	0	0	0.0	0	4	4.0	1	3	3
round3	V2_15	1	4	4	4	4	4	3.0	3	4	4.0	2	4	3
round3	V3_15	1	4	3	3	3	4	3.0	4	4	3.0	2	3	3
round3	V4_15	1	4	3	2	4	4	4.0	4	4	3.0	2	3	3
round3	V5_15	1	4	3	3	4	4	4.0	4	2	3.0	2	3	3
round3	V1_16	1	4	3	3	0	0	0.0	0	4	4.0	2	4	5
round3	V2_16	1	4	4	4	4	4	4.0	4	4	4.0	2	4	5
round3	V3_16	1	4	4	4	4	4	3.0	3	4	4.0	2	3	5
round3	V4_16	1	4	3	3	1	1	1.0	1	4	4.0	2	4	5
round3	V5_16	1	4	4	4	2	2	2.0	2	4	4.0	2	4	5
round3	V1_17	1	4	4	4	0	0	0.0	0	4	4.0	2	4	5
round3	V2_17	1	4	3	3	4	3	3.0	4	3	4.0	2	4	5
round3	V3_17	1	4	3	3	4	3	4.0	2	3	4.0	2	3	5
round3	V4_17	1	4	4	3	2	1	1.0	2	4	4.0	3	2	5
round3	V5_17	1	4	4	4	4	4	2.0	2	4	4.0	3	3	5
round3	V1_18	1	4	3	4	0	0	0.0	0	4	4.0	2	4	6
round3	V2_18	1	4	4	3	4	2	2.0	3	4	4.0	3	2	6
round3	V3_18	1	4	4	4	4	2	2.0	4	4	3.0	2	3	6
round3	V4_18	1	4	4	3	3	4	3.0	2	4	4.0	3	2	6
round3	V5_18	1	4	4	3	2	4	3.0	2	4	4.0	3	1	6
round3	V1_19	1	4	3	4	0	0	0.0	0	4	4.0	3	3	6
round3	V2_19	1	4	4	4	4	2	2.0	4	4	4.0	2	3	6
round3	V3_19	1	4	4	3	4	2	4.0	4	4	4.0	3	2	6
round3	V4_19	1	4	4	3	4	4	4.0	4	4	4.0	3	1	6
round3	V5_19	1	4	4	4	4	1	1.0	3	4	4.0	3	3	6
round1	V1_20	1	4	4	4	0	0	0.0	0	4	3.0	2	3	20
round1	V2_20	1	4	4	3	4	4	4.0	3	3	3.0	1	3	20
round1	V3_20	1	4	4	4	4	4	4.0	4	3	3.0	2	4	20
round1	V4_20	1	4	4	3	4	4	4.0	4	3	4.0	2	3	20
round1	V5_20	1	4	4	4	4	1	4.0	1	4	4.0	2	3	20
round1	V1_21	1	4	4	4	0	0	0.0	0	3	3.0	2	4	20
round1	V2_21	1	4	4	4	4	2	4.0	4	3	4.0	2	4	20
round1	V3_21	1	4	4	3	4	1	4.0	1	3	3.0	2	3	20
round1	V4_21	1	4	4	4	4	1	4.0	1	4	4.0	2	4	20
round1	V5_21	1	4	4	4	4	1	4.0	1	4	4.0	2	4	20
round1	V1_22	1	4	4	4	0	0	0.0	0	4	4.0	2	4	20
round1	V2_22	1	4	4	3	4	4	4.0	4	3	3.0	2	4	20
round1	V3_22	1	3	4	4	3	4	4.0	4	3	4.0	2	2	20
round1	V4_22	1	4	4	3	4	4	4.0	4	3	4.0	3	2	20
round1	V5_22	1	4	3	4	4	4	4.0	4	4	3.0	2	4	20
round1	V1_23	1	4	4	3	0	0	0.0	0	3	4.0	2	3	20
round1	V2_23	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V3_23	1	4	4	3	3	3	3.0	4	3	2.0	1	2	20
round1	V4_23	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V5_23	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V1_24	1	4	4	4	0	0	0.0	0	4	3.0	2	3	20
round1	V2_24	1	4	4	4	4	4	4.0	4	4	4.0	2	4	20
round1	V3_24	1	4	4	4	4	4	4.0	4	4	3.0	2	4	20
round1	V4_24	1	4	4	4	4	3	4.0	4	4	3.0	2	4	20
round1	V5_24	1	4	4	4	4	4	4.0	4	3	4.0	2	4	20
round1	V1_25	1	4	3	3	0	0	0.0	0	4	4.0	2	4	8
round1	V3_25	1	4	2	3	4	4	4.0	3	3	3.0	2	3	8
round1	V4_25	1	4	4	4	4	2	2.0	3	4	4.0	3	3	8
round1	V1_26	1	4	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_26	1	4	4	3	4	4	4.0	4	3	3.0	2	4	8
round1	V3_26	1	3	4	4	4	4	4.0	4	3	3.0	2	4	8
round1	V4_26	1	4	4	4	4	2	4.0	3	4	3.0	2	4	8
round1	V5_26	1	3	4	3	4	1	0.0	0	4	4.0	3	3	8
round1	V1_27	1	3	4	4	0	0	0.0	0	3	4.0	2	2	8
round1	V2_27	1	3	4	3	4	4	4.0	4	4	2.0	3	4	8
round1	V3_27	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V4_27	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_27	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V1_28	1	3	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_28	1	4	4	4	4	4	4.0	4	4	3.0	2	4	8
round1	V3_28	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V4_28	1	3	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V5_28	1	4	4	4	4	4	4.0	4	3	3.0	2	4	8
round1	V1_29	1	4	4	4	0	0	0.0	0	4	4.0	2	4	8
round1	V2_29	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V3_29	1	4	4	4	4	4	4.0	4	4	4.0	2	4	8
round1	V4_29	1	4	4	4	4	4	4.0	4	3	3.0	2	4	8
round2	V1_20	1	4	4	3	0	0	0.0	0	4	4.0	3	3	0
round2	V2_20	1	4	4	4	3	3	3.0	4	4	4.0	2	4	0
round2	V3_20	1	4	3	3	4	2	2.0	2	4	4.0	2	4	0
round2	V4_20	1	2	3	3	2	4	4.0	4	4	4.0	2	2	0
round2	V5_20	1	4	4	3	3	4	4.0	3	4	4.0	2	3	0
round2	V1_21	1	4	4	3	0	0	0.0	0	4	4.0	2	3	2
round2	V2_21	1	3	3	3	3	3	4.0	3	4	3.0	2	4	2
round2	V3_21	1	3	4	4	3	4	3.0	3	4	3.0	0	4	2
round2	V4_21	1	4	4	4	4	4	4.0	4	4	4.0	3	2	2
round2	V1_22	1	4	4	4	0	0	0.0	0	4	4.0	2	4	7
round2	V2_22	1	2	2	2	3	3	3.0	3	2	2.0	1	2	7
round2	V3_22	1	2	3	3	2	2	2.0	2	2	3.0	1	2	7
round2	V4_22	1	2	3	2	3	3	2.0	2	4	4.0	3	2	7
round2	V5_22	1	4	4	4	3	4	3.0	4	4	4.0	2	3	7
round2	V1_23	1	4	4	4	0	0	0.0	0	4	4.0	2	4	15
round2	V2_23	1	4	3	4	3	3	4.0	3	4	2.0	3	3	15
round2	V3_23	1	4	4	3	3	2	4.0	4	3	4.0	3	3	15
round2	V4_23	1	4	4	3	4	4	4.0	4	4	4.0	3	3	15
round2	V5_23	1	4	2	1	4	4	4.0	4	4	4.0	3	1	15
round2	V1_24	1	4	3	3	0	0	0.0	0	3	3.0	2	3	10
round2	V2_24	1	2	2	2	3	4	3.0	2	2	2.0	3	2	10
round2	V3_24	1	4	3	3	4	4	3.0	3	3	3.0	2	4	10
round2	V4_24	1	4	2	1	3	3	3.0	3	3	2.0	3	2	10
round2	V5_24	1	4	3	4	3	4	4.0	3	3	4.0	2	3	10
round2	V1_25	1	4	4	4	0	0	0.0	0	4	4.0	1	3	11
round2	V2_25	2	0	0	0	0	0	0.0	0	0	0.0	0	0	11
round2	V3_25	1	4	4	4	3	3	3.0	3	3	3.0	2	3	11
round2	V4_25	1	4	3	3	3	3	3.0	3	4	4.0	3	2	11
round2	V5_25	1	4	4	4	4	3	4.0	4	4	4.0	3	3	11
round2	V1_26	1	4	3	3	0	0	0.0	0	4	4.0	2	4	12
round2	V2_26	1	4	3	3	3	3	3.0	4	4	4.0	2	4	12
round2	V3_26	1	4	4	4	4	4	4.0	4	4	4.0	2	4	12
round2	V4_26	1	3	4	3	4	3	3.0	4	4	4.0	2	4	12
round2	V5_26	1	4	4	4	3	3	3.0	3	4	4.0	3	3	12
round2	V1_27	1	4	3	3	0	0	0.0	0	4	4.0	2	3	13
round2	V2_27	1	4	1	1	3	3	3.0	3	4	4.0	2	3	13
round2	V3_27	1	3	1	1	3	3	3.0	3	4	3.0	1	3	13
round2	V4_27	1	4	1	1	2	4	2.0	2	4	4.0	2	3	13
round2	V5_27	1	4	1	1	2	1	4.0	4	4	4.0	2	3	13
round2	V1_28	1	3	3	3	0	0	0.0	0	4	4.0	2	3	18
round2	V2_28	1	4	3	4	4	3	3.0	4	4	3.0	2	3	18
round2	V3_28	1	3	4	3	3	3	3.0	3	3	4.0	2	3	18
round2	V4_28	1	4	4	4	4	4	4.0	4	4	4.0	0	4	18
round2	V5_28	1	3	3	3	4	4	4.0	3	3	3.0	2	4	18
round2	V1_29	1	4	3	4	0	0	0.0	0	4	4.0	2	3	22
round2	V2_29	1	3	4	4	4	3	3.0	4	4	4.0	2	4	22
round2	V3_29	1	4	4	4	3	3	3.0	4	4	3.0	0	4	22
round2	V4_29	1	4	4	4	4	3	4.0	4	4	4.0	2	4	22
round2	V5_29	1	2	4	4	4	4	3.0	2	4	2.0	3	3	22
round3	V1_20	1	3	3	4	0	0	0.0	0	4	4.0	2	4	7
round3	V2_20	1	4	4	4	3	3	3.0	4	4	4.0	2	3	7
round3	V3_20	1	4	3	4	2	4	3.0	2	3	2.0	2	3	7
round3	V4_20	1	2	2	3	3	3	4.0	3	4	4.0	3	3	7
round3	V5_20	1	4	2	1	1	1	1.0	1	2	3.0	2	2	7
round3	V1_21	1	4	4	4	0	0	0.0	0	4	3.0	2	4	7
round3	V2_21	1	3	3	4	4	4	4.0	4	3		3	3	7
round3	V3_21	1	3	2	3	3	3	3.0	3	3	4.0	3	3	7
round3	V4_21	1	4	2	3	3	2	3.0	2	4	4.0	3	2	7
round3	V5_21	1	2	1	1	2	2	2.0	2	3	2.0	3	2	7
round3	V1_22	1	2	3	4	0	0	0.0	0	4	4.0	2	3	10
round3	V2_22	1	4	3	2	4	4	3.0	2	4	3.0	2	3	10
round3	V3_22	1	4	3	2	4	2	2.0	3	3	2.0	3	1	10
round3	V4_22	1	2	2	2	2	3	2.0	1	1	3.0	3	1	10
round3	V5_22	1	1	3	4	4	4	3.0	3	3	4.0	2	4	10
round3	V1_23	1	4	4	3	0	0	0.0	0	4	4.0	2	4	10
round3	V2_23	1	4	4	3	4	3	3.0	4	3	4.0	2	4	10
round3	V3_23	1	3	3	3	4	2	4.0	4	4	3.0	2	4	10
round3	V4_23	1	2	2	2	2	2	3.0	3	3	3.0	3	2	10
round3	V5_23	1	4	4	3	4	4	4.0	4	3	4.0	2	3	10
round3	V1_24	1	4	4	4	0	0	0.0	0	4	4.0	2	4	11
round3	V2_24	1	4	4	4	3	3	3.0	3	4	4.0	2	3	11
round3	V3_24	1	4	4	4	4	4	3.0	3	3	3.0	2	3	11
round3	V4_24	1	4	4	4	4	2	4.0	4	3	3.0	1	3	11
round3	V5_24	1	4	4	4	4	4	3.0	3	3	3.0	1	3	11
round3	V1_25	1	4	4	4	0	0	0.0	0	4	4.0	2	4	11
round3	V3_25	1	4	4	4	3	3	3.0	3	3	3.0	2	3	11
round3	V4_25	1	4	4	4	3	3	3.0	3	4	4.0	2	3	11
round3	V5_25	1	4	4	4	3	3	4.0	1	4	4.0	3	2	11
round3	V1_26	1	4	3	4	0	0	0.0	0	4	4.0	3	3	12
round3	V2_26	1	4	3	3	1	3	3.0	2	3	4.0	2	3	12
round3	V3_26	1	3	2	3	4	4	4.0	3	4	4.0	2	4	12
round3	V4_26	1	3	3	3	3	3	2.0	3	3	3.0	3	3	12
round3	V5_26	1	4	3	3	2	3	3.0	2	4	4.0	3	2	12
round3	V1_27	1	4	3	3	0	0	0.0	0	4	4.0	2	3	12
round3	V2_27	1	4	3	3	2	2	2.0	2	4	4.0	3	2	12
round3	V3_27	1	3	3	3	2	2	2.0	2	4	4.0	3	3	12
round3	V4_27	1	4	3	3	2	3	2.0	2	4	4.0	3	1	12
round3	V5_27	1	4	3	3	2	2	2.0	3	4	4.0	3	1	12
round3	V1_28	1	4	2	1	0	0	0.0	0	3	4.0	2	3	13
round3	V2_28	1	4	3	3	1	3	4.0	3	4	4.0	3	2	13
round3	V3_28	1	3	1	1	2	4	2.0	2	3	4.0	2	3	13
round3	V4_28	1	2	3	3	2	2	1.0	3	3	4.0	3	2	13
round3	V5_28	1	4	3	3	1	1	1.0	3	4	4.0	3	1	13
round3	V1_29	1	4	3	3	0	0	0.0	0	4	4.0	2	3	13
round3	V2_29	1	4	1	1	3	3	1.0	1	4	4.0	2	2	13
round3	V3_29	1	4	3	3	2	2	3.0	3	4	4.0	3	3	13
round3	V4_29	1	3	1	1	4	4	1.0	1	3	3.0	1	2	13
round3	V5_29	1	4	1	1	1	1	1.0	1	3	4.0	2	2	13
round1	V1_30	1	4	4	3	0	0	0.0	0	4	4.0	1	3	1
round1	V2_30	1	4	4	4	4	4	4.0	4	3	3.0	2	3	1
round1	V3_30	1	4	3	3	4	4	4.0	4	2	3.0	1	2	1
round1	V4_30	1	4	4	4	4	1	1.0	0	4	4.0	2	3	1
round1	V5_30	1	4	4	4	4	0	1.0	0	4	4.0	2	4	1
round1	V1_31	2	0	0	0	0	0	0.0	0	0	0.0	0	0	1
round1	V2_31	1	4	4	4	4	4	4.0	4	3	3.0	0	4	1
round1	V3_31	1	4	3	3	3	2	2.0	3	3	4.0	2	3	1
round1	V4_31	1	4	4	3	4	4	4.0	4	4	4.0	2	3	1
round1	V5_31	1	4	3	3	3	3	4.0	3	4	4.0	2	3	1
round1	V1_32	1	4	3	3	0	0	0.0	0	3	4.0	2	3	1
round1	V2_32	1	4	3	2	4	3	3.0	3	3	3.0	1	2	1
round1	V3_32	1	4	4	2	4	4	3.0	3	2	1.0	1	2	1
round1	V4_32	1	4	4	3	4	4	4.0	4	4	4.0	2	3	1
round1	V5_32	1	4	4	3	4	1	1.0	0	4	4.0	2	3	1
round1	V1_33	1	4	4	3	0	0	0.0	0	4	4.0	2	3	1
round1	V2_33	1	3	4	3	4	2	4.0	4	3	3.0	1	2	1
round1	V3_33	2	0	0	0	0	0	0.0	0	0	0.0	0	0	1
round1	V4_33	1	4	3	3	4	1	1.0	0	4	4.0	2	2	1
round1	V5_33	1	4	4	4	4	1	0.0	0	4	4.0	2	3	1
round1	V1_34	1	4	4	3	4	1	0.0	0	3	3.0	2	3	1
round1	V2_34	1	4	3	4	4	4	4.0	4	4	4.0	2	4	1
round1	V3_34	1	4	4	3	4	4	3.0	4	3	3.0	1	3	1
round1	V4_34	1	4	4	4	4	4	4.0	4	4	4.0	2	4	1
round1	V5_34	1	3	4	3	4	4	3.0	3	3	4.0	2	3	1
round1	V1_35	1	4	4	4	0	0	0.0	0	2	3.0	2	4	19
round1	V2_35	1	4	4	4	4	2	2.0	1	3	3.0	2	3	19
round1	V3_35	1	3	4	3	4	4	3.0	3	3	3.0	2	3	19
round1	V4_35	1	4	4	3	4	1	3.0	1	4	1.0	3	2	19
round1	V5_35	1	4	3	4	4	4	4.0	4	4	4.0	2	3	19
round1	V1_36	1	4	4	4	0	0	0.0	0	4	4.0	0	4	19
round1	V2_36	1	4	4	3	3	4	2.0	2	2	2.0	2	3	19
round1	V3_36	1	4	4	4	3	3	3.0	3	3	2.0	2	3	19
round1	V4_36	1	4	3	3	3	4	2.0	4	4	3.0	3	3	19
round1	V5_36	1	4	4	2	3	1	1.0	1	2	1.0	3	2	19
round1	V1_37	1	4	4	3	0	0	0.0	0	4	4.0	2	4	19
round1	V2_37	1	4	4	3	4	4	4.0	4	4	2.0	3	4	19
round1	V3_37	1	4	4	4	4	3	3.0	4	2	3.0	2	3	19
round1	V4_37	1	4	3	3	4	3	3.0	4	3	3.0	3	3	19
round1	V5_37	1	3	2	4	4	4	4.0	4	4	3.0	3	2	19
round1	V1_38	1	4	3	3	0	0	0.0	0	4	4.0	0	4	19
round1	V2_38	1	3	3	4	4	4	4.0	4	4	3.0	1	3	19
round1	V3_38	1	3	2	3	3	4	4.0	4	3	4.0	3	2	19
round1	V4_38	1	3	2	2	4	4	1.0	4	4	3.0	3	2	19
round1	V5_38	1	1	2	3	1	4	4.0	4	4	4.0	3	2	19
round1	V1_39	1	4	4	3	0	0	0.0	0	4	4.0	2	4	19
round1	V2_39	1	4	4	4	4	3	4.0	4	3	3.0	2	4	19
round1	V3_39	1	3	4	4	4	4	4.0	4	3	4.0	1	3	19
round1	V4_39	1	2	3	3	4	4	2.0	3	3	4.0	3	2	19
round1	V5_39	1	4	4	3	4	1	1.0	1	4	4.0	3	3	19
round2	V1_30	1	4	2	3	0	0	0.0	0	3	3.0	2	3	14
round2	V2_30	1	3	2	3	3	3	4.0	4	2	2.0	2	3	14
round2	V3_30	1	3	3	2	4	4	3.0	3	3	3.0	0	3	14
round2	V4_30	1	2	2	2	3	2	3.0	0	3	3.0	3	2	14
round2	V5_30	1	4	3	3	3	0	3.0	3	3	2.0	2	3	14
round2	V1_31	1	2	4	2	0	0	0.0	0	3	2.0	3	2	17
round2	V2_31	1	3	4	3	2	3	2.0	2	3	2.0	3	3	17
round2	V3_31	1	2	3	3	2	2	1.0	1	3	3.0	3	2	17
round2	V4_31	1	1	2	1	1	1	1.0	1	2	1.0	3	2	17
round2	V5_31	1	1	3	2	1	1	3.0	1	4	1.0	1	1	17
round2	V1_32	1	4	3	3	0	0	0.0	0	4	4.0	2	4	23
round2	V2_32	1	4	4	4	3	3	3.0	2	4	4.0	2	4	23
round2	V3_32	1	3	3	3	3	3	3.0	2	3	2.0	3	3	23
round2	V4_32	1	3	3	3	3	3	3.0	2	4	4.0	3	3	23
round2	V5_32	1	4	3	3	3	2	2.0	2	4	4.0	2	4	23
round2	V1_33	1	3	3	3	0	0	0.0	0	3	4.0	2	3	0
round2	V2_33	1	3	3	3	2	2	3.0	3	3	3.0	3	3	0
round2	V3_33	2	0	0	0	0	0	0.0	0	0	0.0	0	0	0
round2	V4_33	1	4	3	3	1	1	1.0	1	4	4.0	2	3	0
round2	V5_33	1	4	3	4	1	1	1.0	1	4	4.0	2	4	0
